Siruta,Localitate,Barbati_25-34,Barbati_35-44,Barbati_45-64,Barbati_65_,Femei_18-24,Femei_35-44,Femei_45-64,Femei_65_,Barbati_25-34,Barbati_35-44,Barbati_45-64,Barbati_65_,Femei_18-24,Femei_35-44,Femei_45-64,Femei_65_
107001,Ardusat,414.6,414.6,1382.0,1382.0,5528,276.4,414.6,1382.0,414.6,414.6,1382.0,1382.0,5528,276.4,414.6,1382.0
107047,Arinis,155.25,155.25,517.5,517.5,2070,103.5,155.25,517.5,155.25,155.25,517.5,517.5,2070,103.5,155.25,517.5
107083,Asuaju De Sus,198.6,198.6,662.0,662.0,2648,132.4,198.6,662.0,198.6,198.6,662.0,662.0,2648,132.4,198.6,662.0
107118,Baita De Sub Codru,281.25,281.25,937.5,937.5,3750,187.5,281.25,937.5,281.25,281.25,937.5,937.5,3750,187.5,281.25,937.5
107154,Baiut,364.05,364.05,1213.5,1213.5,4854,242.7,364.05,1213.5,364.05,364.05,1213.5,1213.5,4854,242.7,364.05,1213.5
107190,Basesti,211.35,211.35,704.5,704.5,2818,140.9,211.35,704.5,211.35,211.35,704.5,704.5,2818,140.9,211.35,704.5
107234,Bicaz,157.8,157.8,526.0,526.0,2104,105.2,157.8,526.0,157.8,157.8,526.0,526.0,2104,105.2,157.8,526.0
107270,Bistra,653.55,653.55,2178.5,2178.5,8714,435.7,653.55,2178.5,653.55,653.55,2178.5,2178.5,8714,435.7,653.55,2178.5
107314,Barsana,708.3,708.3,2361.0,2361.0,9444,472.2,708.3,2361.0,708.3,708.3,2361.0,2361.0,9444,472.2,708.3,2361.0
107350,Bocicoiu Mare,676.2,676.2,2254.0,2254.0,9016,450.8,676.2,2254.0,676.2,676.2,2254.0,2254.0,9016,450.8,676.2,2254.0
107403,Bogdan Voda,457.8,457.8,1526.0,1526.0,6104,305.2,457.8,1526.0,457.8,457.8,1526.0,1526.0,6104,305.2,457.8,1526.0
107430,Boiu Mare,168.9,168.9,563.0,563.0,2252,112.6,168.9,563.0,168.9,168.9,563.0,563.0,2252,112.6,168.9,563.0
107485,Botiza,388.5,388.5,1295.0,1295.0,5180,259.0,388.5,1295.0,388.5,388.5,1295.0,1295.0,5180,259.0,388.5,1295.0
107519,Budesti,462.75,462.75,1542.5,1542.5,6170,308.5,462.75,1542.5,462.75,462.75,1542.5,1542.5,6170,308.5,462.75,1542.5
107546,Calinesti,474.0,474.0,1580.0,1580.0,6320,316.0,474.0,1580.0,474.0,474.0,1580.0,1580.0,6320,316.0,474.0,1580.0
107582,Cernesti,550.65,550.65,1835.5,1835.5,7342,367.1,550.65,1835.5,550.65,550.65,1835.5,1835.5,7342,367.1,550.65,1835.5
107662,Cicarlau,627.9,627.9,2093.0,2093.0,8372,418.6,627.9,2093.0,627.9,627.9,2093.0,2093.0,8372,418.6,627.9,2093.0
107715,Campulung La Tisa,376.5,376.5,1255.0,1255.0,5020,251.0,376.5,1255.0,376.5,376.5,1255.0,1255.0,5020,251.0,376.5,1255.0
107733,Copalnic-Manastur,849.45,849.45,2831.5,2831.5,11326,566.3,849.45,2831.5,849.45,849.45,2831.5,2831.5,11326,566.3,849.45,2831.5
107868,Coroieni,359.7,359.7,1199.0,1199.0,4796,239.8,359.7,1199.0,359.7,359.7,1199.0,1199.0,4796,239.8,359.7,1199.0
107920,Cupseni,523.35,523.35,1744.5,1744.5,6978,348.9,523.35,1744.5,523.35,523.35,1744.5,1744.5,6978,348.9,523.35,1744.5
107975,Desesti,355.65,355.65,1185.5,1185.5,4742,237.1,355.65,1185.5,355.65,355.65,1185.5,1185.5,4742,237.1,355.65,1185.5
108017,Oras Dragomiresti,489.3,489.3,1631.0,1631.0,6524,326.2,489.3,1631.0,489.3,489.3,1631.0,1631.0,6524,326.2,489.3,1631.0
108035,Dumbravita,649.65,649.65,2165.5,2165.5,8662,433.1,649.65,2165.5,649.65,649.65,2165.5,2165.5,8662,433.1,649.65,2165.5
108106,Farcasa,588.0,588.0,1960.0,1960.0,7840,392.0,588.0,1960.0,588.0,588.0,1960.0,1960.0,7840,392.0,588.0,1960.0
108151,Giulesti,481.8,481.8,1606.0,1606.0,6424,321.2,481.8,1606.0,481.8,481.8,1606.0,1606.0,6424,321.2,481.8,1606.0
108204,Ieud,659.4,659.4,2198.0,2198.0,8792,439.6,659.4,2198.0,659.4,659.4,2198.0,2198.0,8792,439.6,659.4,2198.0
108222,Lapus,555.6,555.6,1852.0,1852.0,7408,370.4,555.6,1852.0,555.6,555.6,1852.0,1852.0,7408,370.4,555.6,1852.0
108240,Leordina,365.25,365.25,1217.5,1217.5,4870,243.5,365.25,1217.5,365.25,365.25,1217.5,1217.5,4870,243.5,365.25,1217.5
108268,Miresu Mare,721.95,721.95,2406.5,2406.5,9626,481.3,721.95,2406.5,721.95,721.95,2406.5,2406.5,9626,481.3,721.95,2406.5
108348,Moisei,1394.25,1394.25,4647.5,4647.5,18590,929.5,1394.25,4647.5,1394.25,1394.25,4647.5,4647.5,18590,929.5,1394.25,4647.5
108366,Oarta De Jos,177.45,177.45,591.5,591.5,2366,118.3,177.45,591.5,177.45,177.45,591.5,591.5,2366,118.3,177.45,591.5
108400,Ocna Sugatag,627.9,627.9,2093.0,2093.0,8372,418.6,627.9,2093.0,627.9,627.9,2093.0,2093.0,8372,418.6,627.9,2093.0
108455,Petrova,374.25,374.25,1247.5,1247.5,4990,249.5,374.25,1247.5,374.25,374.25,1247.5,1247.5,4990,249.5,374.25,1247.5
108473,Poienile De Sub Munte,1539.15,1539.15,5130.5,5130.5,20522,1026.1,1539.15,5130.5,1539.15,1539.15,5130.5,5130.5,20522,1026.1,1539.15,5130.5
108491,Remetea Chioarului,431.7,431.7,1439.0,1439.0,5756,287.8,431.7,1439.0,431.7,431.7,1439.0,1439.0,5756,287.8,431.7,1439.0
108552,Remeti,482.55,482.55,1608.5,1608.5,6434,321.7,482.55,1608.5,482.55,482.55,1608.5,1608.5,6434,321.7,482.55,1608.5
108598,Repedea,744.3,744.3,2481.0,2481.0,9924,496.2,744.3,2481.0,744.3,744.3,2481.0,2481.0,9924,496.2,744.3,2481.0
108614,Rona De Jos,306.6,306.6,1022.0,1022.0,4088,204.4,306.6,1022.0,306.6,306.6,1022.0,1022.0,4088,204.4,306.6,1022.0
108632,Rona De Sus,691.5,691.5,2305.0,2305.0,9220,461.0,691.5,2305.0,691.5,691.5,2305.0,2305.0,9220,461.0,691.5,2305.0
108669,Rozavlea,479.85,479.85,1599.5,1599.5,6398,319.9,479.85,1599.5,479.85,479.85,1599.5,1599.5,6398,319.9,479.85,1599.5
108696,Ruscova,843.3,843.3,2811.0,2811.0,11244,562.2,843.3,2811.0,843.3,843.3,2811.0,2811.0,11244,562.2,843.3,2811.0
108712,Satulung,889.35,889.35,2964.5,2964.5,11858,592.9,889.35,2964.5,889.35,889.35,2964.5,2964.5,11858,592.9,889.35,2964.5
108794,Sacalaseni,343.8,343.8,1146.0,1146.0,4584,229.2,343.8,1146.0,343.8,343.8,1146.0,1146.0,4584,229.2,343.8,1146.0
108874,Sacel,523.05,523.05,1743.5,1743.5,6974,348.7,523.05,1743.5,523.05,523.05,1743.5,1743.5,6974,348.7,523.05,1743.5
108892,Oras Salistea De Sus,771.15,771.15,2570.5,2570.5,10282,514.1,771.15,2570.5,771.15,771.15,2570.5,2570.5,10282,514.1,771.15,2570.5
108918,Salsig,247.2,247.2,824.0,824.0,3296,164.8,247.2,824.0,247.2,247.2,824.0,824.0,3296,164.8,247.2,824.0
108945,Sapanta,476.7,476.7,1589.0,1589.0,6356,317.8,476.7,1589.0,476.7,476.7,1589.0,1589.0,6356,317.8,476.7,1589.0
108963,Oras Seini,1440.75,1440.75,4802.5,4802.5,19210,960.5,1440.75,4802.5,1440.75,1440.75,4802.5,4802.5,19210,960.5,1440.75,4802.5
109005,Stramtura,553.95,553.95,1846.5,1846.5,7386,369.3,553.95,1846.5,553.95,553.95,1846.5,1846.5,7386,369.3,553.95,1846.5
109041,Suciu De Sus,602.25,602.25,2007.5,2007.5,8030,401.5,602.25,2007.5,602.25,602.25,2007.5,2007.5,8030,401.5,602.25,2007.5
109096,Sisesti,818.55,818.55,2728.5,2728.5,10914,545.7,818.55,2728.5,818.55,818.55,2728.5,2728.5,10914,545.7,818.55,2728.5
109176,Oras Somcuta Mare,1199.85,1199.85,3999.5,3999.5,15998,799.9,1199.85,3999.5,1199.85,1199.85,3999.5,3999.5,15998,799.9,1199.85,3999.5
109265,Oras Ulmeni,1133.7,1133.7,3779.0,3779.0,15116,755.8,1133.7,3779.0,1133.7,1133.7,3779.0,3779.0,15116,755.8,1133.7,3779.0
109354,Valea Chioarului,311.7,311.7,1039.0,1039.0,4156,207.8,311.7,1039.0,311.7,311.7,1039.0,1039.0,4156,207.8,311.7,1039.0
109425,Vima Mica,220.05,220.05,733.5,733.5,2934,146.7,220.05,733.5,220.05,220.05,733.5,733.5,2934,146.7,220.05,733.5
109504,Viseu De Jos,775.95,775.95,2586.5,2586.5,10346,517.3,775.95,2586.5,775.95,775.95,2586.5,2586.5,10346,517.3,775.95,2586.5
109773,Municipiul Drobeta-Turnu Severin,16459.5,16459.5,54865.0,54865.0,219460,10973.0,16459.5,54865.0,16459.5,16459.5,54865.0,54865.0,219460,10973.0,16459.5,54865.0
109826,Simian,1541.7,1541.7,5139.0,5139.0,20556,1027.8,1541.7,5139.0,1541.7,1541.7,5139.0,5139.0,20556,1027.8,1541.7,5139.0
109924,Oras Baia De Arama,839.4,839.4,2798.0,2798.0,11192,559.6,839.4,2798.0,839.4,839.4,2798.0,2798.0,11192,559.6,839.4,2798.0
110027,Obarsia-Closani,155.4,155.4,518.0,518.0,2072,103.6,155.4,518.0,155.4,155.4,518.0,518.0,2072,103.6,155.4,518.0
110063,Municipiul Orsova,1940.85,1940.85,6469.5,6469.5,25878,1293.9,1940.85,6469.5,1940.85,1940.85,6469.5,6469.5,25878,1293.9,1940.85,6469.5
110116,Oras Strehaia,1710.75,1710.75,5702.5,5702.5,22810,1140.5,1710.75,5702.5,1710.75,1710.75,5702.5,5702.5,22810,1140.5,1710.75,5702.5
110232,Oras Vanju Mare,882.6,882.6,2942.0,2942.0,11768,588.4,882.6,2942.0,882.6,882.6,2942.0,2942.0,11768,588.4,882.6,2942.0
110296,Bala,572.7,572.7,1909.0,1909.0,7636,381.8,572.7,1909.0,572.7,572.7,1909.0,1909.0,7636,381.8,572.7,1909.0
110456,Balta,155.7,155.7,519.0,519.0,2076,103.8,155.7,519.0,155.7,155.7,519.0,519.0,2076,103.8,155.7,519.0
110535,Balacita,414.0,414.0,1380.0,1380.0,5520,276.0,414.0,1380.0,414.0,414.0,1380.0,1380.0,5520,276.0,414.0,1380.0
110571,Bacles,283.35,283.35,944.5,944.5,3778,188.9,283.35,944.5,283.35,283.35,944.5,944.5,3778,188.9,283.35,944.5
110688,Balvanesti,136.95,136.95,456.5,456.5,1826,91.3,136.95,456.5,136.95,136.95,456.5,456.5,1826,91.3,136.95,456.5
110740,Breznita-Motru,215.4,215.4,718.0,718.0,2872,143.6,215.4,718.0,215.4,215.4,718.0,718.0,2872,143.6,215.4,718.0
110820,Breznita-Ocol,600.6,600.6,2002.0,2002.0,8008,400.4,600.6,2002.0,600.6,600.6,2002.0,2002.0,8008,400.4,600.6,2002.0
110875,Brosteni,417.45,417.45,1391.5,1391.5,5566,278.3,417.45,1391.5,417.45,417.45,1391.5,1391.5,5566,278.3,417.45,1391.5
110946,Burila Mare,315.3,315.3,1051.0,1051.0,4204,210.2,315.3,1051.0,315.3,315.3,1051.0,1051.0,4204,210.2,315.3,1051.0
111006,Butoiesti,487.05,487.05,1623.5,1623.5,6494,324.7,487.05,1623.5,487.05,487.05,1623.5,1623.5,6494,324.7,487.05,1623.5
111097,Cazanesti,320.4,320.4,1068.0,1068.0,4272,213.6,320.4,1068.0,320.4,320.4,1068.0,1068.0,4272,213.6,320.4,1068.0
111220,Ciresu,73.65,73.65,245.5,245.5,982,49.1,73.65,245.5,73.65,73.65,245.5,245.5,982,49.1,73.65,245.5
111275,Corcova,912.75,912.75,3042.5,3042.5,12170,608.5,912.75,3042.5,912.75,912.75,3042.5,3042.5,12170,608.5,912.75,3042.5
111417,Corlatel,192.45,192.45,641.5,641.5,2566,128.3,192.45,641.5,192.45,192.45,641.5,641.5,2566,128.3,192.45,641.5
111444,Cujmir,502.5,502.5,1675.0,1675.0,6700,335.0,502.5,1675.0,502.5,502.5,1675.0,1675.0,6700,335.0,502.5,1675.0
111480,Devesel,446.85,446.85,1489.5,1489.5,5958,297.9,446.85,1489.5,446.85,446.85,1489.5,1489.5,5958,297.9,446.85,1489.5
111550,Darvari,391.05,391.05,1303.5,1303.5,5214,260.7,391.05,1303.5,391.05,391.05,1303.5,1303.5,5214,260.7,391.05,1303.5
111587,Dumbrava,208.95,208.95,696.5,696.5,2786,139.3,208.95,696.5,208.95,208.95,696.5,696.5,2786,139.3,208.95,696.5
111685,Floresti,387.9,387.9,1293.0,1293.0,5172,258.6,387.9,1293.0,387.9,387.9,1293.0,1293.0,5172,258.6,387.9,1293.0
111783,Garla Mare,544.8,544.8,1816.0,1816.0,7264,363.2,544.8,1816.0,544.8,544.8,1816.0,1816.0,7264,363.2,544.8,1816.0
111818,Godeanu,87.3,87.3,291.0,291.0,1164,58.2,87.3,291.0,87.3,87.3,291.0,291.0,1164,58.2,87.3,291.0
111863,Gogosu,634.8,634.8,2116.0,2116.0,8464,423.2,634.8,2116.0,634.8,634.8,2116.0,2116.0,8464,423.2,634.8,2116.0
111916,Greci,184.95,184.95,616.5,616.5,2466,123.3,184.95,616.5,184.95,184.95,616.5,616.5,2466,123.3,184.95,616.5
111989,Grozesti,306.45,306.45,1021.5,1021.5,4086,204.3,306.45,1021.5,306.45,306.45,1021.5,1021.5,4086,204.3,306.45,1021.5
112030,Gruia,456.45,456.45,1521.5,1521.5,6086,304.3,456.45,1521.5,456.45,456.45,1521.5,1521.5,6086,304.3,456.45,1521.5
112076,Hinova,433.05,433.05,1443.5,1443.5,5774,288.7,433.05,1443.5,433.05,433.05,1443.5,1443.5,5774,288.7,433.05,1443.5
112129,Husnicioara,192.0,192.0,640.0,640.0,2560,128.0,192.0,640.0,192.0,192.0,640.0,640.0,2560,128.0,192.0,640.0
112245,Eselnita,435.45,435.45,1451.5,1451.5,5806,290.3,435.45,1451.5,435.45,435.45,1451.5,1451.5,5806,290.3,435.45,1451.5
112263,Ilovat,182.4,182.4,608.0,608.0,2432,121.6,182.4,608.0,182.4,182.4,608.0,608.0,2432,121.6,182.4,608.0
112334,Ilovita,198.0,198.0,660.0,660.0,2640,132.0,198.0,660.0,198.0,198.0,660.0,660.0,2640,132.0,198.0,660.0
112370,Isverna,321.0,321.0,1070.0,1070.0,4280,214.0,321.0,1070.0,321.0,321.0,1070.0,1070.0,4280,214.0,321.0,1070.0
112469,Izvoru Barzii,416.25,416.25,1387.5,1387.5,5550,277.5,416.25,1387.5,416.25,416.25,1387.5,1387.5,5550,277.5,416.25,1387.5
112548,Jiana,697.2,697.2,2324.0,2324.0,9296,464.8,697.2,2324.0,697.2,697.2,2324.0,2324.0,9296,464.8,697.2,2324.0
112600,Livezile,219.45,219.45,731.5,731.5,2926,146.3,219.45,731.5,219.45,219.45,731.5,731.5,2926,146.3,219.45,731.5
112664,Malovat,394.35,394.35,1314.5,1314.5,5258,262.9,394.35,1314.5,394.35,394.35,1314.5,1314.5,5258,262.9,394.35,1314.5
112744,Obarsia De Camp,266.55,266.55,888.5,888.5,3554,177.7,266.55,888.5,266.55,266.55,888.5,888.5,3554,177.7,266.55,888.5
112771,Oprisor,335.7,335.7,1119.0,1119.0,4476,223.8,335.7,1119.0,335.7,335.7,1119.0,1119.0,4476,223.8,335.7,1119.0
112806,Padina,186.15,186.15,620.5,620.5,2482,124.1,186.15,620.5,186.15,186.15,620.5,620.5,2482,124.1,186.15,620.5
112879,Patulele,557.55,557.55,1858.5,1858.5,7434,371.7,557.55,1858.5,557.55,557.55,1858.5,1858.5,7434,371.7,557.55,1858.5
112904,Dubova,140.1,140.1,467.0,467.0,1868,93.4,140.1,467.0,140.1,140.1,467.0,467.0,1868,93.4,140.1,467.0
112959,Podeni,126.75,126.75,422.5,422.5,1690,84.5,126.75,422.5,126.75,126.75,422.5,422.5,1690,84.5,126.75,422.5
112995,Ponoarele,367.8,367.8,1226.0,1226.0,4904,245.2,367.8,1226.0,367.8,367.8,1226.0,1226.0,4904,245.2,367.8,1226.0
113153,Poroina Mare,146.55,146.55,488.5,488.5,1954,97.7,146.55,488.5,146.55,146.55,488.5,488.5,1954,97.7,146.55,488.5
113206,Pristol,217.35,217.35,724.5,724.5,2898,144.9,217.35,724.5,217.35,217.35,724.5,724.5,2898,144.9,217.35,724.5
113233,Prunisor,288.0,288.0,960.0,960.0,3840,192.0,288.0,960.0,288.0,288.0,960.0,960.0,3840,192.0,288.0,960.0
113395,Punghina,492.9,492.9,1643.0,1643.0,6572,328.6,492.9,1643.0,492.9,492.9,1643.0,1643.0,6572,328.6,492.9,1643.0
113466,Rogova,207.6,207.6,692.0,692.0,2768,138.4,207.6,692.0,207.6,207.6,692.0,692.0,2768,138.4,207.6,692.0
113493,Salcia,420.15,420.15,1400.5,1400.5,5602,280.1,420.15,1400.5,420.15,420.15,1400.5,1400.5,5602,280.1,420.15,1400.5
113518,Stangaceaua,194.55,194.55,648.5,648.5,2594,129.7,194.55,648.5,194.55,194.55,648.5,648.5,2594,129.7,194.55,648.5
113607,Svinita,144.15,144.15,480.5,480.5,1922,96.1,144.15,480.5,144.15,144.15,480.5,480.5,1922,96.1,144.15,480.5
113625,Sisesti,393.3,393.3,1311.0,1311.0,5244,262.2,393.3,1311.0,393.3,393.3,1311.0,1311.0,5244,262.2,393.3,1311.0
113698,Sovarna,168.3,168.3,561.0,561.0,2244,112.2,168.3,561.0,168.3,168.3,561.0,561.0,2244,112.2,168.3,561.0
113732,Tamna,495.15,495.15,1650.5,1650.5,6602,330.1,495.15,1650.5,495.15,495.15,1650.5,1650.5,6602,330.1,495.15,1650.5
113849,Vanatori,288.3,288.3,961.0,961.0,3844,192.2,288.3,961.0,288.3,288.3,961.0,961.0,3844,192.2,288.3,961.0
113894,Vanjulet,276.6,276.6,922.0,922.0,3688,184.4,276.6,922.0,276.6,276.6,922.0,922.0,3688,184.4,276.6,922.0
113929,Vladaia,244.5,244.5,815.0,815.0,3260,163.0,244.5,815.0,244.5,244.5,815.0,815.0,3260,163.0,244.5,815.0
113974,Voloiac,254.4,254.4,848.0,848.0,3392,169.6,254.4,848.0,254.4,254.4,848.0,848.0,3392,169.6,254.4,848.0
114060,Branistea,280.35,280.35,934.5,934.5,3738,186.9,280.35,934.5,280.35,280.35,934.5,934.5,3738,186.9,280.35,934.5
114079,Vrata,288.9,288.9,963.0,963.0,3852,192.6,288.9,963.0,288.9,288.9,963.0,963.0,3852,192.6,288.9,963.0
114319,Municipiul Targu Mures,22542.9,22542.9,75143.0,75143.0,300572,15028.6,22542.9,75143.0,22542.9,22542.9,75143.0,75143.0,300572,15028.6,22542.9,75143.0
114355,Cristesti,949.8,949.8,3166.0,3166.0,12664,633.2,949.8,3166.0,949.8,949.8,3166.0,3166.0,12664,633.2,949.8,3166.0
114382,Sancraiu De Mures,1264.95,1264.95,4216.5,4216.5,16866,843.3,1264.95,4216.5,1264.95,1264.95,4216.5,4216.5,16866,843.3,1264.95,4216.5
114417,Sangeorgiu De Mures,1520.85,1520.85,5069.5,5069.5,20278,1013.9,1520.85,5069.5,1520.85,1520.85,5069.5,5069.5,20278,1013.9,1520.85,5069.5
114453,Santana De Mures,859.8,859.8,2866.0,2866.0,11464,573.2,859.8,2866.0,859.8,859.8,2866.0,2866.0,11464,573.2,859.8,2866.0
114514,Municipiul Sighisoara,5137.5,5137.5,17125.0,17125.0,68500,3425.0,5137.5,17125.0,5137.5,5137.5,17125.0,17125.0,68500,3425.0,5137.5,17125.0
114603,Albesti,919.5,919.5,3065.0,3065.0,12260,613.0,919.5,3065.0,919.5,919.5,3065.0,3065.0,12260,613.0,919.5,3065.0
114710,Oras Ludus,2640.9,2640.9,8803.0,8803.0,35212,1760.6,2640.9,8803.0,2640.9,2640.9,8803.0,8803.0,35212,1760.6,2640.9,8803.0
114809,Municipiul Reghin,5735.55,5735.55,19118.5,19118.5,76474,3823.7,5735.55,19118.5,5735.55,5735.55,19118.5,19118.5,76474,3823.7,5735.55,19118.5
114854,Oras Sovata,1583.55,1583.55,5278.5,5278.5,21114,1055.7,1583.55,5278.5,1583.55,1583.55,5278.5,5278.5,21114,1055.7,1583.55,5278.5
114925,Municipiul Tarnaveni,3975.0,3975.0,13250.0,13250.0,53000,2650.0,3975.0,13250.0,3975.0,3975.0,13250.0,13250.0,53000,2650.0,3975.0,13250.0
114970,Acatari,721.95,721.95,2406.5,2406.5,9626,481.3,721.95,2406.5,721.95,721.95,2406.5,2406.5,9626,481.3,721.95,2406.5
115076,Adamus,841.65,841.65,2805.5,2805.5,11222,561.1,841.65,2805.5,841.65,841.65,2805.5,2805.5,11222,561.1,841.65,2805.5
115147,Alunis,476.1,476.1,1587.0,1587.0,6348,317.4,476.1,1587.0,476.1,476.1,1587.0,1587.0,6348,317.4,476.1,1587.0
115183,Apold,479.55,479.55,1598.5,1598.5,6394,319.7,479.55,1598.5,479.55,479.55,1598.5,1598.5,6394,319.7,479.55,1598.5
115236,Atintis,236.55,236.55,788.5,788.5,3154,157.7,236.55,788.5,236.55,236.55,788.5,788.5,3154,157.7,236.55,788.5
115307,Bahnea,560.85,560.85,1869.5,1869.5,7478,373.9,560.85,1869.5,560.85,560.85,1869.5,1869.5,7478,373.9,560.85,1869.5
115389,Band,985.65,985.65,3285.5,3285.5,13142,657.1,985.65,3285.5,985.65,985.65,3285.5,3285.5,13142,657.1,985.65,3285.5
115520,Batos,638.55,638.55,2128.5,2128.5,8514,425.7,638.55,2128.5,638.55,638.55,2128.5,2128.5,8514,425.7,638.55,2128.5
115575,Bagaciu,389.85,389.85,1299.5,1299.5,5198,259.9,389.85,1299.5,389.85,389.85,1299.5,1299.5,5198,259.9,389.85,1299.5
115600,Bala,105.6,105.6,352.0,352.0,1408,70.4,105.6,352.0,105.6,105.6,352.0,352.0,1408,70.4,105.6,352.0
115637,Balauseri,771.9,771.9,2573.0,2573.0,10292,514.6,771.9,2573.0,771.9,771.9,2573.0,2573.0,10292,514.6,771.9,2573.0
115708,Beica De Jos,333.3,333.3,1111.0,1111.0,4444,222.2,333.3,1111.0,333.3,333.3,1111.0,1111.0,4444,222.2,333.3,1111.0
115771,Bichis,129.3,129.3,431.0,431.0,1724,86.2,129.3,431.0,129.3,129.3,431.0,431.0,1724,86.2,129.3,431.0
115824,Bogata,289.95,289.95,966.5,966.5,3866,193.3,289.95,966.5,289.95,289.95,966.5,966.5,3866,193.3,289.95,966.5
115851,Breaza,379.05,379.05,1263.5,1263.5,5054,252.7,379.05,1263.5,379.05,379.05,1263.5,1263.5,5054,252.7,379.05,1263.5
115897,Brancovenesti,601.5,601.5,2005.0,2005.0,8020,401.0,601.5,2005.0,601.5,601.5,2005.0,2005.0,8020,401.0,601.5,2005.0
115959,Ceuasu De Campie,914.55,914.55,3048.5,3048.5,12194,609.7,914.55,3048.5,914.55,914.55,3048.5,3048.5,12194,609.7,914.55,3048.5
116046,Chetani,393.45,393.45,1311.5,1311.5,5246,262.3,393.45,1311.5,393.45,393.45,1311.5,1311.5,5246,262.3,393.45,1311.5
116126,Chiheru De Jos,235.2,235.2,784.0,784.0,3136,156.8,235.2,784.0,235.2,235.2,784.0,784.0,3136,156.8,235.2,784.0
116171,Coroisanmartin,227.85,227.85,759.5,759.5,3038,151.9,227.85,759.5,227.85,227.85,759.5,759.5,3038,151.9,227.85,759.5
116224,Cozma,80.55,80.55,268.5,268.5,1074,53.7,80.55,268.5,80.55,80.55,268.5,268.5,1074,53.7,80.55,268.5
116288,Craciunesti,653.25,653.25,2177.5,2177.5,8710,435.5,653.25,2177.5,653.25,653.25,2177.5,2177.5,8710,435.5,653.25,2177.5
116340,Craiesti,136.05,136.05,453.5,453.5,1814,90.7,136.05,453.5,136.05,136.05,453.5,453.5,1814,90.7,136.05,453.5
116395,Cucerdea,212.1,212.1,707.0,707.0,2828,141.4,212.1,707.0,212.1,212.1,707.0,707.0,2828,141.4,212.1,707.0
116439,Cuci,297.45,297.45,991.5,991.5,3966,198.3,297.45,991.5,297.45,297.45,991.5,991.5,3966,198.3,297.45,991.5
116493,Danes,855.9,855.9,2853.0,2853.0,11412,570.6,855.9,2853.0,855.9,855.9,2853.0,2853.0,11412,570.6,855.9,2853.0
116545,Deda,652.2,652.2,2174.0,2174.0,8696,434.8,652.2,2174.0,652.2,652.2,2174.0,2174.0,8696,434.8,652.2,2174.0
116590,Eremitu,614.55,614.55,2048.5,2048.5,8194,409.7,614.55,2048.5,614.55,614.55,2048.5,2048.5,8194,409.7,614.55,2048.5
116652,Ernei,895.5,895.5,2985.0,2985.0,11940,597.0,895.5,2985.0,895.5,895.5,2985.0,2985.0,11940,597.0,895.5,2985.0
116723,Faragau,260.7,260.7,869.0,869.0,3476,173.8,260.7,869.0,260.7,260.7,869.0,869.0,3476,173.8,260.7,869.0
116796,Fantanele,745.65,745.65,2485.5,2485.5,9942,497.1,745.65,2485.5,745.65,745.65,2485.5,2485.5,9942,497.1,745.65,2485.5
116867,Galesti,392.25,392.25,1307.5,1307.5,5230,261.5,392.25,1307.5,392.25,392.25,1307.5,1307.5,5230,261.5,392.25,1307.5
116938,Ganesti,546.15,546.15,1820.5,1820.5,7282,364.1,546.15,1820.5,546.15,546.15,1820.5,1820.5,7282,364.1,546.15,1820.5
116983,Gheorghe Doja,436.5,436.5,1455.0,1455.0,5820,291.0,436.5,1455.0,436.5,436.5,1455.0,1455.0,5820,291.0,436.5,1455.0
117042,Ghindari,508.65,508.65,1695.5,1695.5,6782,339.1,508.65,1695.5,508.65,508.65,1695.5,1695.5,6782,339.1,508.65,1695.5
117113,Glodeni,561.45,561.45,1871.5,1871.5,7486,374.3,561.45,1871.5,561.45,561.45,1871.5,1871.5,7486,374.3,561.45,1871.5
117177,Gornesti,860.25,860.25,2867.5,2867.5,11470,573.5,860.25,2867.5,860.25,860.25,2867.5,2867.5,11470,573.5,860.25,2867.5
117275,Grebenisu De Campie,262.35,262.35,874.5,874.5,3498,174.9,262.35,874.5,262.35,262.35,874.5,874.5,3498,174.9,262.35,874.5
117319,Gurghiu,933.0,933.0,3110.0,3110.0,12440,622.0,933.0,3110.0,933.0,933.0,3110.0,3110.0,12440,622.0,933.0,3110.0
117426,Hodac,774.15,774.15,2580.5,2580.5,10322,516.1,774.15,2580.5,774.15,774.15,2580.5,2580.5,10322,516.1,774.15,2580.5
117505,Hodosa,184.05,184.05,613.5,613.5,2454,122.7,184.05,613.5,184.05,184.05,613.5,613.5,2454,122.7,184.05,613.5
117550,Ibanesti,643.05,643.05,2143.5,2143.5,8574,428.7,643.05,2143.5,643.05,643.05,2143.5,2143.5,8574,428.7,643.05,2143.5
117667,Iclanzel,321.6,321.6,1072.0,1072.0,4288,214.4,321.6,1072.0,321.6,321.6,1072.0,1072.0,4288,214.4,321.6,1072.0
117783,Ideciu De Jos,319.35,319.35,1064.5,1064.5,4258,212.9,319.35,1064.5,319.35,319.35,1064.5,1064.5,4258,212.9,319.35,1064.5
117827,Oras Iernut,1466.25,1466.25,4887.5,4887.5,19550,977.5,1466.25,4887.5,1466.25,1466.25,4887.5,4887.5,19550,977.5,1466.25,4887.5
117925,Livezeni,490.5,490.5,1635.0,1635.0,6540,327.0,490.5,1635.0,490.5,490.5,1635.0,1635.0,6540,327.0,490.5,1635.0
