Siruta,Localitate,Judet,NrMedici_Privat,NrMedici_Public,PersonalMediu_privat,PersonalMediu_public,MediciFamilie,Total_medici_desc
75338,Oras Beresti,GL,1,0,2,0,1,2
75150,Vanatori,GL,1,0,4,0,1,2
74956,Talpas,DJ,1,0,2,0,1,2
74949,Rojiste,DJ,1,0,2,0,1,2
74931,Plesoi,DJ,1,0,1,0,1,2
36426,Broscauti,BT,1,0,2,1,1,2
11236,Hasmas,AR,1,0,1,0,1,2
74915,Ghindeni,DJ,1,0,3,0,1,2
74883,Dobrotesti,DJ,1,0,4,1,1,2
73905,Rast,DJ,1,0,7,2,1,2
74867,Carna,DJ,1,0,2,0,1,2
74732,Vartop,DJ,1,0,2,1,1,2
74705,Verbita,DJ,1,0,2,1,1,2
74359,Terpezita,DJ,1,0,3,0,1,2
74224,Silistea Crucii,DJ,1,0,2,1,1,2
74171,Secu,DJ,1,0,2,1,1,2
74135,Seaca De Padure,DJ,1,0,2,0,1,2
11502,Olari,AR,1,0,1,0,1,2
74073,Scaesti,DJ,1,0,2,0,1,2
74028,Salcuta,DJ,1,0,1,0,1,2
67942,Malu Cu Flori,DB,1,0,2,0,1,2
67292,Dobra,DB,1,0,4,0,1,2
62823,Saraiu,CT,1,0,1,0,1,2
63334,Fantanele,CT,1,0,1,0,1,2
64318,Ghelinta,CV,1,0,2,0,1,2
64265,Dobarlau,CV,1,0,1,0,1,2
64238,Chichis,CV,1,0,2,0,1,2
64005,Brates,CV,1,0,1,0,1,2
63937,Borosneu Mare,CV,1,0,2,0,1,2
63893,Bodoc,CV,1,0,2,0,1,2
63866,Belin,CV,1,0,2,0,1,2
63777,Aita Mare,CV,1,0,1,0,1,2
63633,Barcani,CV,1,0,2,0,1,2
63553,Comandau,CV,1,0,1,0,1,2
63318,Saligny,CT,1,0,0,0,1,2
64390,Haghig,CV,1,0,2,1,1,2
63294,Baraganu,CT,1,0,2,0,1,2
63278,Horia,CT,1,0,0,0,1,2
63198,Amzacea,CT,1,0,3,0,1,2
63189,Tortoman,CT,1,0,1,0,1,2
63170,Vulturu,CT,1,0,1,0,1,2
12572,Varadia De Mures,AR,1,0,1,1,1,2
63045,Topalu,CT,1,0,1,0,1,2
62985,Targusor,CT,1,0,1,0,1,2
62949,Silistea,CT,1,0,2,0,1,2
62903,Seimeni,CT,1,0,0,0,1,2
64345,Ghidfalau,CV,1,0,2,0,1,2
64425,Ilieni,CV,1,0,3,0,1,2
67121,Costestii Din Vale,DB,1,0,2,0,1,2
65121,Bixad,CV,1,0,2,0,1,2
66955,Cornatelu,DB,1,0,3,0,1,2
66526,Candesti,DB,1,0,2,0,1,2
66401,Bilciuresti,DB,1,0,1,0,1,2
66223,Barbuletu,DB,1,0,4,0,1,2
65869,Iedera,DB,1,0,3,0,1,2
65707,Gura Foii,DB,1,0,3,0,1,2
65645,Motaieni,DB,1,0,2,0,1,2
65501,Ulmi,DB,1,0,3,0,1,2
11664,Petris,AR,1,0,1,4,1,2
65139,Micfalau,CV,1,0,1,0,1,2
11735,Pilu,AR,1,0,1,0,1,2
64504,Malnas,CV,1,0,1,0,1,2
11762,Plescuta,AR,1,0,2,0,1,2
65099,Valea Mare,CV,1,0,1,0,1,2
65048,Zabala,CV,1,0,2,0,1,2
64997,Varghis,CV,1,0,2,0,1,2
64906,Valea Crisului,CV,1,0,2,0,1,2
64871,Turia,CV,1,0,3,0,1,2
64773,Reci,CV,1,0,2,0,1,2
64719,Poian,CV,1,0,2,0,1,2
12288,Silindia,AR,1,0,1,0,1,2
64568,Moacsa,CV,1,0,1,0,1,2
29813,Lazareni,BH,1,0,3,0,1,2
29902,Lugasu De Jos,BH,1,0,4,0,1,2
54270,Teregova,CS,1,0,2,0,1,2
42771,Surdila-Greci,BR,1,0,1,0,1,2
34262,Rebra,BN,1,0,2,0,1,2
43242,Gemenele,BR,1,0,2,0,1,2
43180,Galbenu,BR,1,0,3,1,1,2
43117,Frecatei,BR,1,0,1,0,1,2
43073,Dudesti,BR,1,0,5,0,1,2
43019,Ciresu,BR,1,0,2,1,1,2
42968,Ciocile,BR,1,0,3,1,1,2
42913,Bordei Verde,BR,1,0,2,1,1,2
42842,Bertestii De Jos,BR,1,0,2,1,1,2
42824,Baraganul,BR,1,0,3,13,1,2
34360,Romuli,BN,1,0,1,0,1,2
43466,Jirlau,BR,1,0,3,1,1,2
34397,Salva,BN,1,0,3,0,1,2
34422,Silivasu De Campie,BN,1,0,1,0,1,2
34477,Sanmihaiu De Campie,BN,1,0,2,0,1,2
34547,Spermezeu,BN,1,0,1,1,1,2
34618,Sant,BN,1,0,4,1,1,2
42307,Voila,BV,1,0,1,0,1,2
42156,Ungra,BV,1,0,1,0,1,2
42101,Ucea,BV,1,0,1,0,1,2
34770,Sieu-Odorhei,BN,1,0,2,1,1,2
41943,Soars,BV,1,0,1,0,1,2
43313,Gropeni,BR,1,0,4,0,1,2
43493,Marasu,BR,1,0,2,2,1,2
41382,Maierus,BV,1,0,1,0,1,2
33729,Magura Ilvei,BN,1,0,2,0,1,2
44989,Balaceanu,BZ,1,0,2,0,1,2
44934,Balta Alba,BZ,1,0,3,0,1,2
44863,Amaru,BZ,1,0,3,1,1,2
33514,Lesu,BN,1,0,2,1,1,2
44532,Zavoaia,BR,1,0,3,1,1,2
33603,Lunca Ilvei,BN,1,0,4,0,1,2
44435,Victoria,BR,1,0,5,0,1,2
44355,Unirea,BR,1,0,3,0,1,2
33658,Matei,BN,1,0,1,0,1,2
44328,Ulmu,BR,1,0,3,1,1,2
44257,Tudor Vladimirescu,BR,1,0,4,0,1,2
34155,Parva,BN,1,0,2,0,1,2
33765,Mariselu,BN,1,0,1,1,1,2
44113,Surdila-Gaiseanca,BR,1,0,3,0,1,2
44060,Stancuta,BR,1,0,3,1,1,2
33845,Micestii De Campie,BN,1,0,1,0,1,2
43929,Scortaru Nou,BR,1,0,2,0,1,2
33881,Milas,BN,1,0,1,0,1,2
43812,Rosiori,BR,1,0,1,1,1,2
43787,Romanu,BR,1,0,2,0,1,2
43732,Ramnicelu,BR,1,0,3,1,1,2
43625,Mircea Voda,BR,1,0,3,0,1,2
41701,Racos,BV,1,0,1,0,1,2
41346,Lisa,BV,1,0,1,0,1,2
45334,Blajani,BZ,1,0,1,0,1,2
37672,Hiliseu-Horia,BT,1,0,4,1,1,2
36202,Avrameni,BT,1,0,6,1,1,2
38679,Rauseni,BT,1,0,2,0,1,2
38580,Prajeni,BT,1,0,3,0,1,2
38544,Pomarla,BT,1,0,2,3,1,2
38492,Paltinis,BT,1,0,4,1,1,2
38376,Mitoc,BT,1,0,2,1,1,2
38321,Mileanca,BT,1,0,7,1,1,2
38241,Mihalaseni,BT,1,0,2,1,1,2
37958,Manoleasa,BT,1,0,2,0,1,2
37734,Hlipiceni,BT,1,0,3,0,1,2
37618,Hanesti,BT,1,0,2,1,1,2
38848,Romanesti,BT,1,0,3,0,1,2
37547,Havarna,BT,1,0,11,0,1,2
37459,Gorbanesti,BT,1,0,3,2,1,2
37397,George Enescu,BT,1,0,2,0,1,2
37100,Dobarceni,BT,1,0,3,1,1,2
37057,Dangeni,BT,1,0,2,0,1,2
36952,Cristinesti,BT,1,0,3,1,1,2
36676,Corlateni,BT,1,0,4,1,1,2
36649,Cordareni,BT,1,0,4,1,1,2
36532,Concesti,BT,1,0,2,1,1,2
36499,Calarasi,BT,1,0,5,0,1,2
38731,Ripiceni,BT,1,0,2,1,1,2
38893,Santa Mare,BT,1,0,4,1,1,2
41284,Jibert,BV,1,0,1,2,1,2
35312,Urmenis,BN,1,0,2,0,1,2
41248,Homorod,BV,1,0,1,1,1,2
40991,Fundata,BV,1,0,2,0,1,2
40857,Comana,BV,1,0,1,1,1,2
40768,Cata,BV,1,0,1,0,1,2
40704,Bunesti,BV,1,0,1,0,1,2
34850,Sieut,BN,1,0,4,0,1,2
34903,Sintereag,BN,1,0,3,0,1,2
35152,Tarlisua,BN,1,0,2,1,1,2
39983,Blandesti,BT,1,0,0,0,1,2
39975,Cosula,BT,1,0,3,2,1,2
39967,Candesti,BT,1,0,5,0,1,2
39051,Sulita,BT,1,0,5,14,1,2
35429,Zagra,BN,1,0,3,0,1,2
39942,Lozna,BT,1,0,2,0,1,2
39792,Vlasinesti,BT,1,0,2,2,1,2
39658,Viisoara,BT,1,0,2,0,1,2
39612,Vaculesti,BT,1,0,2,1,1,2
39532,Unteni,BT,1,0,2,0,1,2
39266,Todireni,BT,1,0,2,1,1,2
39220,Stiubieni,BT,1,0,2,0,1,2
35884,Stauceni,BT,1,0,2,0,1,2
39122,Sendriceni,BT,1,0,2,1,1,2
45245,Bisoca,BZ,1,0,2,1,1,2
45361,Boldu,BZ,1,0,5,0,1,2
30069,Magesti,BH,1,0,2,0,1,2
52160,Cornereva,CS,1,0,1,0,1,2
31422,Soimi,BH,1,0,2,0,1,2
52936,Glimboca,CS,1,0,2,0,1,2
31565,Tarcea,BH,1,0,2,0,1,2
52856,Forotic,CS,1,0,1,0,1,2
52785,Farliug,CS,1,0,1,0,1,2
52758,Ezeris,CS,1,0,1,0,1,2
31609,Tarcaia,BH,1,0,2,0,1,2
52696,Dognecea,CS,1,0,1,0,1,2
52650,Doclin,CS,1,0,1,0,1,2
52570,Dalboset,CS,1,0,2,0,1,2
52115,Cornea,CS,1,0,1,0,1,2
53023,Iablanita,CS,1,0,2,0,1,2
52062,Copacele,CS,1,0,1,0,1,2
32045,Viisoara,BH,1,0,2,0,1,2
32090,Varciorog,BH,1,0,2,0,1,2
51948,Ciclova Romana,CS,1,0,2,0,1,2
51877,Constantin Daicoviciu,CS,1,0,2,0,1,2
32153,Tamaseu,BH,1,0,2,0,1,2
51804,Carasova,CS,1,0,1,0,1,2
51751,Bucosnita,CS,1,0,1,0,1,2
51699,Buchin,CS,1,0,1,0,1,2
32161,Paleu,BH,1,0,1,0,1,2
52990,Gradinari,CS,1,0,3,0,1,2
53069,Lapusnicel,CS,1,0,1,0,1,2
51546,Bolvasnita,CS,1,0,1,0,1,2
53639,Ramna,CS,1,0,1,0,1,2
30470,Pomezeu,BH,1,0,2,0,1,2
54163,Sopotu Nou,CS,1,0,2,0,1,2
54109,Socol,CS,1,0,1,0,1,2
54056,Slatina-Timis,CS,1,0,4,0,1,2
53853,Sichevita,CS,1,0,1,0,1,2
53791,Sasca Montana,CS,1,0,1,0,1,2
53755,Sacu,CS,1,0,2,3,1,2
53728,Rusca Montana,CS,1,0,2,0,1,2
53700,Eftimie Murgu,CS,1,0,2,0,1,2
53675,Racasdia,CS,1,0,2,0,1,2
53577,Prigor,CS,1,0,1,0,1,2
53103,Lapusnicu Mare,CS,1,0,1,0,1,2
30719,Remetea,BH,1,0,2,0,1,2
53513,Pojejena,CS,1,0,1,0,1,2
53489,Coronini,CS,1,0,1,0,1,2
53425,Paltinis,CS,1,0,4,0,1,2
53372,Obreja,CS,1,0,1,0,1,2
53345,Naidas,CS,1,0,1,0,1,2
31128,Sarbi,BH,1,0,2,0,1,2
53247,Maureni,CS,1,0,1,0,1,2
53167,Lupac,CS,1,0,1,0,1,2
53130,Luncavita,CS,1,0,2,0,1,2
51626,Brebu,CS,1,0,1,0,1,2
51500,Berzovia,CS,1,0,2,0,1,2
33364,Ilva Mica,BN,1,0,3,1,1,2
33015,Chiochis,BN,1,0,2,2,1,2
47630,Manzalesti,BZ,1,0,1,0,1,2
47578,Mihailesti,BZ,1,0,4,0,1,2
47417,Margaritesti,BZ,1,0,1,1,1,2
47300,Luciu,BZ,1,0,3,1,1,2
32955,Ciceu-Giurgesti,BN,1,0,2,0,1,2
47079,Gura Teghii,BZ,1,0,2,0,1,2
46910,Glodeanu-Silistea,BZ,1,0,5,0,1,2
46867,Glodeanu Sarat,BZ,1,0,4,0,1,2
46830,Ghergheasa,BZ,1,0,3,1,1,2
46554,Cozieni,BZ,1,0,2,1,1,2
46251,Cilibia,BZ,1,0,2,2,1,2
47818,Murgesti,BZ,1,0,1,1,1,2
46180,Chiojdu,BZ,1,0,6,0,1,2
33122,Chiuza,BN,1,0,2,1,1,2
33177,Cosbuc,BN,1,0,2,0,1,2
33275,Galatii Bistritei,BN,1,0,1,0,1,2
45815,C.a. Rosetti,BZ,1,0,1,0,1,2
45673,Buda,BZ,1,0,2,2,1,2
33337,Ilva Mare,BN,1,0,3,1,1,2
45619,Breaza,BZ,1,0,2,1,1,2
45539,Braesti,BZ,1,0,1,0,1,2
45496,Bradeanu,BZ,1,0,2,0,1,2
47774,Movila Banului,BZ,1,0,1,0,1,2
32884,Cetate,BN,1,0,4,1,1,2
51449,Berzasca,CS,1,0,1,0,1,2
49625,Stalpu,BZ,1,0,3,6,1,2
51387,Berliste,CS,1,0,1,0,1,2
51332,Bautar,CS,1,0,2,0,1,2
32179,Sannicolau Roman,BH,1,0,2,0,1,2
51243,Armenis,CS,1,0,1,0,1,2
50987,Ocna De Fier,CS,1,0,1,0,1,2
50564,Florica,BZ,1,0,1,1,1,2
50399,Valcelele,BZ,1,0,2,1,1,2
32187,Rosiori,BH,1,0,2,0,1,2
49894,Ulmeni,BZ,1,0,3,1,1,2
49769,Topliceni,BZ,1,0,3,1,1,2
49484,Siriu,BZ,1,0,3,0,1,2
48021,Odaile,BZ,1,0,1,0,1,2
49439,Scutelnici,BZ,1,0,2,1,1,2
49313,Scortoasa,BZ,1,0,3,1,1,2
32195,Gepiu,BH,1,0,3,0,1,2
49233,Sarulesti,BZ,1,0,1,1,1,2
49046,Rusetu,BZ,1,0,5,0,1,2
32201,Toboliu,BH,1,0,1,0,1,2
48682,Podgoria,BZ,1,0,1,0,1,2
48227,Panatau,BZ,1,0,1,0,1,2
32768,Budesti,BN,1,0,1,1,1,2
48138,Padina,BZ,1,0,5,0,1,2
75613,Balasesti,GL,1,0,2,0,1,2
74923,Intorsura,DJ,1,0,1,0,1,2
75686,Baneasa,GL,1,0,2,0,1,2
105026,Sinesti,IL,1,0,1,0,1,2
105794,Valea Macrisului,IL,1,0,2,0,1,2
105776,Valea Dragului,GR,1,0,4,0,1,2
105712,Valea Argovei,CL,1,0,2,0,1,2
105455,Tamadau Mare,CL,1,0,1,0,1,2
105384,Soldanu,CL,1,0,3,1,1,2
105295,Stanesti,GR,1,0,2,0,1,2
105259,Spantov,CL,1,0,3,2,1,2
105222,Sohatu,CL,1,0,1,0,1,2
105142,Slobozia Moara,DB,1,0,1,0,1,2
105106,Singureni,GR,1,0,3,5,1,2
3761,Cenade,AB,1,0,2,0,1,2
105909,Vedea,GR,1,0,4,1,1,2
104886,Sarulesti,CL,1,0,2,0,1,2
3805,Cergau,AB,1,0,1,1,1,2
104715,Putineiu,GR,1,0,2,0,1,2
104341,Nicolae Balcescu,CL,1,0,2,0,1,2
104323,Nana,CL,1,0,2,0,1,2
104270,Movilita,IL,1,0,2,0,1,2
104225,Marsa,GR,1,0,1,0,1,2
104118,Mihai Bravu,GR,1,0,2,0,1,2
104083,Luica,CL,1,0,1,0,1,2
104047,Letca Noua,GR,1,0,4,0,1,2
105874,Varasti,GR,1,0,4,0,1,2
106363,Grosi,MM,1,0,4,0,1,2
97394,Grozesti,IS,1,0,1,0,1,2
107868,Coroieni,MM,1,0,2,1,1,2
108598,Repedea,MM,1,0,2,1,1,2
108552,Remeti,MM,1,0,4,0,1,2
108455,Petrova,MM,1,0,4,0,1,2
108366,Oarta De Jos,MM,1,0,1,0,1,2
108240,Leordina,MM,1,0,5,1,1,2
108222,Lapus,MM,1,0,5,0,1,2
108204,Ieud,MM,1,0,4,0,1,2
108017,Oras Dragomiresti,MM,1,0,8,4,1,2
107975,Desesti,MM,1,0,4,1,1,2
107920,Cupseni,MM,1,0,1,0,1,2
107715,Campulung La Tisa,MM,1,0,3,0,1,2
106648,Vadu Izei,MM,1,0,2,0,1,2
107485,Botiza,MM,1,0,3,1,1,2
107430,Boiu Mare,MM,1,0,1,0,1,2
107403,Bogdan Voda,MM,1,0,6,0,1,2
107234,Bicaz,MM,1,0,2,0,1,2
107190,Basesti,MM,1,0,2,0,1,2
107154,Baiut,MM,1,0,2,1,1,2
107118,Baita De Sub Codru,MM,1,0,3,0,1,2
107083,Asuaju De Sus,MM,1,0,1,0,1,2
107047,Arinis,MM,1,0,5,0,1,2
107001,Ardusat,MM,1,0,3,4,1,2
103764,Ileana,CL,1,0,3,0,1,2
103693,Iepuresti,GR,1,0,1,0,1,2
103568,Gurbanesti,CL,1,0,1,0,1,2
75711,Branistea,GL,1,0,2,0,1,2
100326,Harmanesti,IS,1,0,2,0,1,2
100317,Fantanele,IS,1,0,2,0,1,2
100282,Costesti,IS,1,0,3,0,1,2
100273,Bals,IS,1,0,2,0,1,2
99879,Tiganasi,IS,1,0,2,0,1,2
99539,Todiresti,IS,1,0,2,0,1,2
99290,Scheia,IS,1,0,2,0,1,2
98916,Scanteia,IS,1,0,2,0,1,2
98774,Ruginoasa,IS,1,0,2,0,1,2
98738,Romanesti,IS,1,0,3,0,1,2
98220,Motca,IS,1,0,2,0,1,2
103470,Greaca,GR,1,0,2,1,1,2
98202,Mosna,IS,1,0,2,0,1,2
98168,Mogosesti-Siret,IS,1,0,3,0,1,2
98113,Mogosesti,IS,1,0,3,0,1,2
97777,Madarjac,IS,1,0,2,0,1,2
97722,Lungani,IS,1,0,1,0,1,2
97679,Letcani,IS,1,0,2,0,1,2
97606,Lespezi,IS,1,0,3,0,1,2
97553,Ipatele,IS,1,0,3,0,1,2
97517,Horlesti,IS,1,0,2,2,1,2
97465,Helesteni,IS,1,0,2,0,1,2
100335,Rachiteni,IS,1,0,2,0,1,2
100344,Roscani,IS,1,0,1,0,1,2
100353,Valea Lupului,IS,1,0,14,0,1,2
100362,Ciohorani,IS,1,0,1,0,1,2
103372,Gostinari,GR,1,0,1,5,1,2
103354,Gostinu,GR,1,0,4,0,1,2
103309,Gogosari,GR,1,0,2,1,1,2
103194,Gaujani,GR,1,0,2,0,1,2
103087,Gaiseni,GR,1,0,4,0,1,2
102838,Frasinet,CL,1,0,1,0,1,2
102525,Darasti-Ilfov,IF,1,0,0,1,1,2
102473,Dascalu,IF,1,0,0,1,1,2
102446,Daia,GR,1,0,3,0,1,2
101822,Chiselet,CL,1,0,1,3,1,2
101724,Cascioarele,CL,1,0,2,0,1,2
101617,Buturugeni,GR,1,0,3,1,1,2
101519,Bulbucata,GR,1,0,0,0,1,2
101243,Brazii,IL,1,0,0,0,1,2
101056,Barcanesti,IL,1,0,2,0,1,2
100923,Axintele,IL,1,0,1,0,1,2
4008,Ciuruleasa,AB,1,0,1,0,1,2
100870,Armasesti,IL,1,0,2,0,1,2
4106,Calnic,AB,1,0,2,0,1,2
100754,Adancata,IL,1,0,3,0,1,2
100549,Slobozia,GR,1,0,1,2,1,2
108614,Rona De Jos,MM,1,0,6,0,1,2
108669,Rozavlea,MM,1,0,6,0,1,2
108874,Sacel,MM,1,0,4,0,1,2
117925,Livezeni,MS,1,0,3,0,1,2
119206,Saschiz,MS,1,0,3,2,1,2
119153,Rusii-Munti,MS,1,0,1,1,1,2
118931,Rastolita,MS,1,0,1,1,1,2
118824,Pogaceaua,MS,1,0,1,2,1,2
118799,Petelea,MS,1,0,1,0,1,2
118637,Papiu Ilarian,MS,1,0,1,0,1,2
118511,Neaua,MS,1,0,1,0,1,2
118469,Nades,MS,1,0,1,0,1,2
118094,Magherani,MS,1,0,3,0,1,2
118058,Lunca Bradului,MS,1,0,1,0,1,2
117783,Ideciu De Jos,MS,1,0,1,5,1,2
116171,Coroisanmartin,MS,1,0,1,0,1,2
117550,Ibanesti,MS,1,0,1,0,1,2
2309,Almasu Mare,AB,1,0,1,0,1,2
117275,Grebenisu De Campie,MS,1,0,1,1,1,2
2381,Arieseni,AB,1,0,2,0,1,2
116983,Gheorghe Doja,MS,1,0,1,0,1,2
116867,Galesti,MS,1,0,1,0,1,2
116723,Faragau,MS,1,0,1,2,1,2
116439,Cuci,MS,1,0,1,0,1,2
116395,Cucerdea,MS,1,0,1,1,1,2
116340,Craiesti,MS,1,0,1,0,1,2
119590,Solovastru,MS,1,0,1,0,1,2
119625,Stanceni,MS,1,0,1,1,1,2
119661,Suplac,MS,1,0,1,1,1,2
119750,Saulia,MS,1,0,1,0,1,2
123228,Moldoveni,NT,1,0,2,1,1,2
122864,Grinties,NT,1,0,1,2,1,2
122613,Faurei,NT,1,0,1,0,1,2
122551,Farcasa,NT,1,0,1,2,1,2
122392,Dragomiresti,NT,1,0,1,2,1,2
122285,Dobreni,NT,1,0,2,1,1,2
122132,Costisa,NT,1,0,1,2,1,2
121938,Brusturi,NT,1,0,1,2,1,2
121876,Bozieni,NT,1,0,1,2,1,2
121386,Bira,NT,1,0,1,1,1,2
121108,Agapia,NT,1,0,1,2,1,2
120922,Horia,NT,1,0,3,5,1,2
120888,Cordun,NT,1,0,4,4,1,2
120824,Savinesti,NT,1,0,1,2,1,2
2130,Albac,AB,1,0,2,0,1,2
120254,Vanatori,MS,1,0,3,0,1,2
120218,Viisoara,MS,1,0,1,1,1,2
120174,Vetca,MS,1,0,1,0,1,2
120138,Vatava,MS,1,0,1,1,1,2
120076,Vargata,MS,1,0,2,1,1,2
119803,Sincai,MS,1,0,1,0,1,2
2577,Avram Iancu,AB,1,0,1,0,1,2
116046,Chetani,MS,1,0,1,3,1,2
108918,Salsig,MM,1,0,4,6,1,2
111863,Gogosu,MH,1,0,3,5,1,2
112600,Livezile,MH,1,0,1,1,1,2
112370,Isverna,MH,1,0,1,1,1,2
3459,Bucium,AB,1,0,2,0,1,2
112263,Ilovat,MH,1,0,1,4,1,2
112245,Eselnita,MH,1,0,3,1,1,2
112129,Husnicioara,MH,1,0,1,0,1,2
112076,Hinova,MH,1,0,3,4,1,2
112030,Gruia,MH,1,0,2,2,1,2
111989,Grozesti,MH,1,0,1,1,1,2
111916,Greci,MH,1,0,1,0,1,2
111685,Floresti,MH,1,0,2,0,1,2
115851,Breaza,MS,1,0,1,0,1,2
111587,Dumbrava,MH,1,0,1,1,1,2
111550,Darvari,MH,1,0,2,1,1,2
111417,Corlatel,MH,1,0,2,1,1,2
111097,Cazanesti,MH,1,0,2,1,1,2
110740,Breznita-Motru,MH,1,0,1,1,1,2
110688,Balvanesti,MH,1,0,1,1,1,2
110535,Balacita,MH,1,0,2,3,1,2
110296,Bala,MH,1,0,4,8,1,2
109425,Vima Mica,MM,1,0,1,0,1,2
108945,Sapanta,MM,1,0,3,0,1,2
112664,Malovat,MH,1,0,2,1,1,2
112744,Obarsia De Camp,MH,1,0,1,1,1,2
112771,Oprisor,MH,1,0,2,2,1,2
3397,Blandiana,AB,1,0,1,0,1,2
115824,Bogata,MS,1,0,1,0,1,2
115708,Beica De Jos,MS,1,0,2,0,1,2
115575,Bagaciu,MS,1,0,1,0,1,2
115307,Bahnea,MS,1,0,2,1,1,2
115236,Atintis,MS,1,0,2,2,1,2
115183,Apold,MS,1,0,1,0,1,2
114417,Sangeorgiu De Mures,MS,1,0,18,0,1,2
113974,Voloiac,MH,1,0,1,2,1,2
113929,Vladaia,MH,1,0,1,2,1,2
113698,Sovarna,MH,1,0,1,0,1,2
113625,Sisesti,MH,1,0,2,3,1,2
113607,Svinita,MH,1,0,1,1,1,2
113518,Stangaceaua,MH,1,0,1,0,1,2
113466,Rogova,MH,1,0,1,1,1,2
113395,Punghina,MH,1,0,1,7,1,2
113233,Prunisor,MH,1,0,3,1,1,2
113206,Pristol,MH,1,0,1,1,1,2
113153,Poroina Mare,MH,1,0,1,0,1,2
112995,Ponoarele,MH,1,0,1,1,1,2
2988,Berghin,AB,1,0,1,1,1,2
112904,Dubova,MH,1,0,2,1,1,2
4142,Cricau,AB,1,0,2,1,1,2
98649,Probota,IS,1,0,1,0,1,2
97063,Focuri,IS,1,0,2,1,1,2
83785,Atid,HR,1,0,2,0,1,2
85056,Meresti,HR,1,0,3,1,1,2
84923,Martinis,HR,1,0,7,0,1,2
84754,Lunca De Sus,HR,1,0,6,0,1,2
84629,Lueta,HR,1,0,2,0,1,2
84460,Galautas,HR,1,0,3,1,1,2
84380,Darjiu,HR,1,0,0,0,1,2
84148,Corbu,HR,1,0,5,1,1,2
83963,Capalnita,HR,1,0,2,0,1,2
83936,Bilbor,HR,1,0,3,8,1,2
83847,Avramesti,HR,1,0,3,0,1,2
83491,Oras Borsec,HR,1,0,8,1,1,2
9026,Bucerdea Granoasa,AB,1,0,2,0,1,2
83464,Oras Balan,HR,1,0,9,0,1,2
83375,Pauleni-Ciuc,HR,1,0,2,0,1,2
82314,Stoina,GJ,1,0,1,0,1,2
82243,Stejari,GJ,1,0,1,0,1,2
81816,Saulesti,GJ,1,0,1,0,1,2
81754,Sacelu,GJ,1,0,1,0,1,2
81656,Samarinesti,GJ,1,0,1,0,1,2
81497,Rosia De Amaradia,GJ,1,0,1,0,1,2
80980,Negomir,GJ,1,0,2,0,1,2
80677,Lelesti,GJ,1,0,2,0,1,2
85074,Mihaileni,HR,1,0,3,1,1,2
85243,Ocland,HR,1,0,2,23,1,2
85582,Secuieni,HR,1,0,4,0,1,2
85877,Subcetate,HR,1,0,3,1,1,2
88644,Bretea Romana,HD,1,0,1,8,1,2
88449,Bosorod,HD,1,0,1,0,1,2
88350,Blajeni,HD,1,0,1,0,1,2
6547,Radesti,AB,1,0,1,0,1,2
6592,Rametea,AB,1,0,1,0,1,2
88047,Bacia,HD,1,0,2,0,1,2
87996,Baru,HD,1,0,1,0,1,2
6627,Ramet,AB,1,0,2,0,1,2
86883,Ghelari,HD,1,0,2,0,1,2
6761,Rosia Montana,AB,1,0,2,1,1,2
6930,Rosia De Secas,AB,1,0,0,0,1,2
97009,Erbiceni,IS,1,0,2,0,1,2
86495,Racu,HR,1,0,1,0,1,2
7197,Scarisoara,AB,1,0,3,1,1,2
7446,Sohodol,AB,1,0,2,0,1,2
7810,Sibot,AB,1,0,4,0,1,2
8229,Vadu Motilor,AB,1,0,1,0,1,2
8425,Vidra,AB,1,0,2,1,1,2
86311,Varsag,HR,1,0,1,0,1,2
86188,Tusnad,HR,1,0,3,0,1,2
85984,Simonesti,HR,1,0,3,1,1,2
9019,Cut,AB,1,0,1,0,1,2
80613,Jupanesti,GJ,1,0,1,0,1,2
88868,Bucuresci,HD,1,0,1,0,1,2
76745,Movileni,GL,1,0,4,0,1,2
10239,Brazii,AR,1,0,2,0,1,2
77288,Suceveni,GL,1,0,2,0,1,2
77260,Smulti,GL,1,0,1,0,1,2
10346,Carand,AR,1,0,1,0,1,2
77153,Schela,GL,1,0,2,3,1,2
77082,Rediu,GL,1,0,2,0,1,2
77028,Priponesti,GL,1,0,2,0,1,2
10701,Dieci,AR,1,0,1,0,1,2
76807,Nicoresti,GL,1,0,3,0,1,2
76763,Namoloasa,GL,1,0,2,0,1,2
76638,Jorasti,GL,1,0,1,0,1,2
80560,Ionesti,GJ,1,0,2,0,1,2
76558,Grivita,GL,1,0,3,0,1,2
76497,Gohor,GL,1,0,1,0,1,2
76282,Foltesti,GL,1,0,2,0,1,2
76139,Cuca,GL,1,0,2,1,1,2
76111,Costache Negri,GL,1,0,2,0,1,2
76004,Corni,GL,1,0,1,0,1,2
75917,Certesti,GL,1,0,2,0,1,2
10765,Ususau,AR,1,0,1,0,1,2
10916,Graniceri,AR,1,0,1,0,1,2
75819,Buciumeni,GL,1,0,2,0,1,2
77377,Tepu,GL,1,0,2,0,1,2
77509,Varlezi,GL,1,0,2,0,1,2
77536,Vladesti,GL,1,0,2,0,1,2
10051,Barsa,AR,1,0,2,0,1,2
80506,Hurezani,GJ,1,0,1,0,1,2
80427,Godinesti,GJ,1,0,1,0,1,2
80365,Glogova,GJ,1,0,2,0,1,2
80285,Farcasesti,GJ,1,0,1,0,1,2
9832,Archis,AR,1,0,2,0,1,2
80249,Dragotesti,GJ,1,0,3,0,1,2
